Codes:,depreciation,interest_paid,total_net_income,total_net_loss
722410,1123647140.32,384538002.035,2077180471.62,1369503668.7
7225,1123647140.32,384538002.035,2077180471.62,1369503668.7
72251,1123647140.32,384538002.035,2077180471.62,1369503668.7
722511,280911785.08,96134500.5088,519295117.905,342375917.175
722513,280911785.08,96134500.5088,519295117.905,342375917.175
722514,280911785.08,96134500.5088,519295117.905,342375917.175
722515,280911785.08,96134500.5088,519295117.905,342375917.175
81,995590002.377,613970002.377,2681793000.0,1077124002.38
811,525261001.012,347557001.012,1202279425.95,527618001.012
8111,414668250.253,260608750.253,677326356.488,427139750.253
81111,138222750.084,86869583.4177,225775452.163,142379916.751
811111,34555687.5211,21717395.8544,56443863.0406,35594979.1878
811112,34555687.5211,21717395.8544,56443863.0406,35594979.1878
811113,34555687.5211,21717395.8544,56443863.0406,35594979.1878
811118,34555687.5211,21717395.8544,56443863.0406,35594979.1878
81112,138222750.084,86869583.4177,225775452.163,142379916.751
811121,69111375.0422,43434791.7089,112887726.081,71189958.3755
811122,69111375.0422,43434791.7089,112887726.081,71189958.3755
81119,138222750.084,86869583.4177,225775452.163,142379916.751
811191,46074250.0281,28956527.8059,75258484.0542,47459972.2503
811192,46074250.0281,28956527.8059,75258484.0542,47459972.2503
811198,46074250.0281,28956527.8059,75258484.0542,47459972.2503
8112,36864250.2531,28982750.2531,174984356.488,33492750.2531
81121,36864250.2531,28982750.2531,174984356.488,33492750.2531
811211,9216062.56328,7245687.56328,43746089.1219,8373187.56328
811212,9216062.56328,7245687.56328,43746089.1219,8373187.56328
811213,9216062.56328,7245687.56328,43746089.1219,8373187.56328
811219,9216062.56328,7245687.56328,43746089.1219,8373187.56328
8113,36864250.2531,28982750.2531,174984356.488,33492750.2531
81131,36864250.2531,28982750.2531,174984356.488,33492750.2531
811310,36864250.2531,28982750.2531,174984356.488,33492750.2531
8114,36864250.2531,28982750.2531,174984356.488,33492750.2531
81141,9216062.56328,7245687.56328,43746089.1219,8373187.56328
811411,4608031.28164,3622843.78164,21873044.561,4186593.78164
811412,4608031.28164,3622843.78164,21873044.561,4186593.78164
81142,9216062.56328,7245687.56328,43746089.1219,8373187.56328
811420,9216062.56328,7245687.56328,43746089.1219,8373187.56328
81143,9216062.56328,7245687.56328,43746089.1219,8373187.56328
811430,9216062.56328,7245687.56328,43746089.1219,8373187.56328
81149,9216062.56328,7245687.56328,43746089.1219,8373187.56328
811490,9216062.56328,7245687.56328,43746089.1219,8373187.56328
812,470171001.089,266413001.089,1401781458.17,543075001.089
8121,117542750.272,66603250.2723,350445364.542,135768750.272
81211,58771375.1361,33301625.1361,175222682.271,67884375.1361
812111,19590458.3787,11100541.712,58407560.7569,22628125.0454
812112,19590458.3787,11100541.712,58407560.7569,22628125.0454
812113,19590458.3787,11100541.712,58407560.7569,22628125.0454
81219,58771375.1361,33301625.1361,175222682.271,67884375.1361
812191,29385687.5681,16650812.5681,87611341.1354,33942187.5681
812199,29385687.5681,16650812.5681,87611341.1354,33942187.5681
8122,117542750.272,66603250.2723,350445364.542,135768750.272
81221,58771375.1361,33301625.1361,175222682.271,67884375.1361
812210,58771375.1361,33301625.1361,175222682.271,67884375.1361
81222,58771375.1361,33301625.1361,175222682.271,67884375.1361
812220,58771375.1361,33301625.1361,175222682.271,67884375.1361
8123,117542750.272,66603250.2723,350445364.542,135768750.272
81231,39180916.7574,22201083.4241,116815121.514,45256250.0908
812310,39180916.7574,22201083.4241,116815121.514,45256250.0908
81232,39180916.7574,22201083.4241,116815121.514,45256250.0908
812320,39180916.7574,22201083.4241,116815121.514,45256250.0908
81233,39180916.7574,22201083.4241,116815121.514,45256250.0908
812331,19590458.3787,11100541.712,58407560.7569,22628125.0454
812332,19590458.3787,11100541.712,58407560.7569,22628125.0454
8129,117542750.272,66603250.2723,350445364.542,135768750.272
81291,29385687.5681,16650812.5681,87611341.1354,33942187.5681
812910,29385687.5681,16650812.5681,87611341.1354,33942187.5681
81292,29385687.5681,16650812.5681,87611341.1354,33942187.5681
812921,14692843.784,8325406.28403,43805670.5677,16971093.784
812922,14692843.784,8325406.28403,43805670.5677,16971093.784
81293,29385687.5681,16650812.5681,87611341.1354,33942187.5681
812930,29385687.5681,16650812.5681,87611341.1354,33942187.5681
81299,29385687.5681,16650812.5681,87611341.1354,33942187.5681
812990,29385687.5681,16650812.5681,87611341.1354,33942187.5681
813,158000.275451,0.275450757302,77732115.8829,6431000.27545
8131,31600.0550902,0.0550901514603,15546423.1766,1286200.05509
81311,31600.0550902,0.0550901514603,15546423.1766,1286200.05509
813110,31600.0550902,0.0550901514603,15546423.1766,1286200.05509
8132,31600.0550902,0.0550901514603,15546423.1766,1286200.05509
81321,31600.0550902,0.0550901514603,15546423.1766,1286200.05509
813211,10533.3516967,0.0183633838201,5182141.05886,428733.351697
813212,10533.3516967,0.0183633838201,5182141.05886,428733.351697
813219,10533.3516967,0.0183633838201,5182141.05886,428733.351697
8133,31600.0550902,0.0550901514603,15546423.1766,1286200.05509
81331,31600.0550902,0.0550901514603,15546423.1766,1286200.05509
813311,10533.3516967,0.0183633838201,5182141.05886,428733.351697
813312,10533.3516967,0.0183633838201,5182141.05886,428733.351697
813319,10533.3516967,0.0183633838201,5182141.05886,428733.351697
8134,31600.0550902,0.0550901514603,15546423.1766,1286200.05509
81341,31600.0550902,0.0550901514603,15546423.1766,1286200.05509
813410,31600.0550902,0.0550901514603,15546423.1766,1286200.05509
8139,31600.0550902,0.0550901514603,15546423.1766,1286200.05509
81391,6320.01101803,0.0110180302921,3109284.63532,257240.011018
813910,6320.01101803,0.0110180302921,3109284.63532,257240.011018
81392,6320.01101803,0.0110180302921,3109284.63532,257240.011018
813920,6320.01101803,0.0110180302921,3109284.63532,257240.011018
81393,6320.01101803,0.0110180302921,3109284.63532,257240.011018
813930,6320.01101803,0.0110180302921,3109284.63532,257240.011018
81394,6320.01101803,0.0110180302921,3109284.63532,257240.011018
813940,6320.01101803,0.0110180302921,3109284.63532,257240.011018
81399,6320.01101803,0.0110180302921,3109284.63532,257240.011018
813990,6320.01101803,0.0110180302921,3109284.63532,257240.011018
814,0.0,0.0,0.0,0.0
8141,0.0,0.0,0.0,0.0
81411,0.0,0.0,0.0,0.0
814110,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0
921,0.0,0.0,0.0,0.0
9211,0.0,0.0,0.0,0.0
92111,0.0,0.0,0.0,0.0
921110,0.0,0.0,0.0,0.0
92112,0.0,0.0,0.0,0.0
921120,0.0,0.0,0.0,0.0
92113,0.0,0.0,0.0,0.0
921130,0.0,0.0,0.0,0.0
92114,0.0,0.0,0.0,0.0
921140,0.0,0.0,0.0,0.0
92115,0.0,0.0,0.0,0.0
921150,0.0,0.0,0.0,0.0
92119,0.0,0.0,0.0,0.0
921190,0.0,0.0,0.0,0.0
922,0.0,0.0,0.0,0.0
9221,0.0,0.0,0.0,0.0
92211,0.0,0.0,0.0,0.0
922110,0.0,0.0,0.0,0.0
92212,0.0,0.0,0.0,0.0
922120,0.0,0.0,0.0,0.0
92213,0.0,0.0,0.0,0.0
922130,0.0,0.0,0.0,0.0
92214,0.0,0.0,0.0,0.0
922140,0.0,0.0,0.0,0.0
92215,0.0,0.0,0.0,0.0
922150,0.0,0.0,0.0,0.0
92216,0.0,0.0,0.0,0.0
922160,0.0,0.0,0.0,0.0
92219,0.0,0.0,0.0,0.0
922190,0.0,0.0,0.0,0.0
923,0.0,0.0,0.0,0.0
9231,0.0,0.0,0.0,0.0
92311,0.0,0.0,0.0,0.0
923110,0.0,0.0,0.0,0.0
92312,0.0,0.0,0.0,0.0
923120,0.0,0.0,0.0,0.0
92313,0.0,0.0,0.0,0.0
923130,0.0,0.0,0.0,0.0
92314,0.0,0.0,0.0,0.0
923140,0.0,0.0,0.0,0.0
924,0.0,0.0,0.0,0.0
9241,0.0,0.0,0.0,0.0
92411,0.0,0.0,0.0,0.0
924110,0.0,0.0,0.0,0.0
92412,0.0,0.0,0.0,0.0
924120,0.0,0.0,0.0,0.0
925,0.0,0.0,0.0,0.0
9251,0.0,0.0,0.0,0.0
92511,0.0,0.0,0.0,0.0
925110,0.0,0.0,0.0,0.0
92512,0.0,0.0,0.0,0.0
925120,0.0,0.0,0.0,0.0
926,0.0,0.0,0.0,0.0
9261,0.0,0.0,0.0,0.0
92611,0.0,0.0,0.0,0.0
926110,0.0,0.0,0.0,0.0
92612,0.0,0.0,0.0,0.0
926120,0.0,0.0,0.0,0.0
92613,0.0,0.0,0.0,0.0
926130,0.0,0.0,0.0,0.0
92614,0.0,0.0,0.0,0.0
926140,0.0,0.0,0.0,0.0
92615,0.0,0.0,0.0,0.0
926150,0.0,0.0,0.0,0.0
927,0.0,0.0,0.0,0.0
9271,0.0,0.0,0.0,0.0
92711,0.0,0.0,0.0,0.0
927110,0.0,0.0,0.0,0.0
928,0.0,0.0,0.0,0.0
9281,0.0,0.0,0.0,0.0
92811,0.0,0.0,0.0,0.0
928110,0.0,0.0,0.0,0.0
92812,0.0,0.0,0.0,0.0
928120,0.0,0.0,0.0,0.0
